Order ID,Order Date,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Payment Mode,Order Year,Order Month,Cluster
10017,2024-05-24,Ritvik Ramanathan,South,Hyderabad,Electronics,Smartwatch,Smartwatch Ad,0.005237115379992337,0.5663766192821081,15,0.32466443616692114,26225.16,UPI,2024,5,2
10018,2025-09-07,Darshit Sharma,South,Chennai,Groceries,Oil,Oil Odio,0.7129554099735443,-1.5762896064290808,10,-1.094518643454374,1234.71,Net Banking,2025,9,2
10019,2024-06-15,Sara Chanda,East,Patna,Sports,Dumbbells,Dumbbells Soluta,0.005237115379992337,-1.0154363405445836,20,-0.786649156989202,4240.62,Credit Card,2024,6,2
10020,2024-01-11,Gatik Ravi,West,Pune,Books,Textbook,Textbook Inventore,1.4206737045670963,-0.14752423415318822,5,0.7771302072281402,39437.91,Debit Card,2024,1,1
10021,2023-10-15,Jivin Sunder,West,Ahmedabad,Kitchen,Refrigerator,Refrigerator Commodi,-1.4101994738071117,-1.4536850850911625,20,-1.1924132341291955,580.75,UPI,2023,10,0
10022,2024-03-16,Kashvi Ratti,North,Lucknow,Groceries,Wheat,Wheat Natus,1.4206737045670963,-0.56939066680967,15,0.08231868479709883,27267.31,Credit Card,2024,3,2
10023,2023-11-02,Vivaan Goyal,West,Surat,Books,Comics,Comics Aperiam,-1.4101994738071117,0.3477121782249846,20,-0.8058078621119067,8535.56,UPI,2023,11,0
10024,2025-07-10,Nayantara Bhagat,East,Ranchi,Beauty,Face Cream,Face Cream Repellat,-1.4101994738071117,-0.5039052222222501,10,-0.9553724370206863,3959.79,Credit Card,2025,7,0
10025,2025-06-21,Lakshay Ramakrishnan,North,Chandigarh,Electronics,Headphones,Headphones Itaque,1.4206737045670963,-0.6879215116615482,20,-0.1234928589170898,20551.56,COD,2025,6,2
10026,2024-01-13,Dhanush Vaidya,South,Chennai,Groceries,Rice,Rice Impedit,-0.7024811792135597,1.1386624611112988,5,0.21390434726860028,19544.76,UPI,2024,1,0
10027,2025-04-22,Kimaya Rege,North,Lucknow,Beauty,Foundation,Foundation Illo,-1.4101994738071117,-1.3791324250993306,0,-1.1569630491352212,537.47,Net Banking,2025,4,0
10028,2024-12-12,Anika Wable,East,Bhubaneswar,Furniture,Table,Table Error,0.005237115379992337,-1.7096258561442017,0,-1.228443914727354,214.1,UPI,2024,12,2
10029,2025-08-27,Kavya Bhatnagar,North,Delhi,Toys,RC Car,RC Car Amet,-0.7024811792135597,1.1968766121860017,20,0.007083399254828556,22034.77,Net Banking,2025,8,0
10030,2024-04-22,Adira Seshadri,North,Chandigarh,Groceries,Sugar,Sugar Excepturi,1.4206737045670963,1.738631781856375,15,2.7137822271099443,80309.87,Debit Card,2024,4,1
10031,2025-01-07,Zaina Sidhu,West,Goa,Groceries,Wheat,Wheat Consequuntur,-0.7024811792135597,-0.6226988849119375,10,-0.7138944913263495,9818.01,Credit Card,2025,1,0
10032,2023-12-11,Bhamini Kuruvilla,North,Jaipur,Sports,Cricket Bat,Cricket Bat Voluptatum,0.7129554099735443,1.6155454278158068,5,2.1681651255080916,40522.22,UPI,2023,12,1
10033,2024-06-24,Kavya Saran,West,Ahmedabad,Furniture,Sofa,Sofa Deleniti,0.7129554099735443,0.9111060165416358,20,1.0230588150699407,21970.55,Net Banking,2024,6,1
10034,2025-07-11,Mannat Batta,East,Guwahati,Toys,RC Car,RC Car Quam,0.7129554099735443,-0.905885105151181,20,-0.5367493246649322,10008.03,Debit Card,2025,7,2
10035,2023-12-31,Shayak Bala,South,Thiruvananthapuram,Toys,Action Figure,Action Figure Laboriosam,-0.7024811792135597,0.37276747876278,20,-0.34664759012551294,13625.93,Net Banking,2023,12,0
10036,2025-03-08,Hrishita Kumer,South,Thiruvananthapuram,Beauty,Lipstick,Lipstick Accusantium,0.7129554099735443,-1.424862728878104,15,-0.9652725897843509,4643.94,Credit Card,2025,3,2
10037,2024-12-02,Prisha Gaba,West,Surat,Sports,Dumbbells,Dumbbells Quas,-0.7024811792135597,1.6954420505097556,0,0.5899056862248436,9444.77,Credit Card,2024,12,0
10038,2023-10-19,Arhaan Gole,North,Lucknow,Sports,Yoga Mat,Yoga Mat Quaerat,0.7129554099735443,-0.24691317981797453,5,0.26954261825423736,8392.19,UPI,2023,10,2
10039,2025-09-30,Shaan Bala,East,Ranchi,Toys,Puzzle,Puzzle Assumenda,-0.7024811792135597,0.926261845188624,0,0.1772132647887589,24378.77,COD,2025,9,0
10040,2023-11-16,Taran Kala,North,Lucknow,Kitchen,Refrigerator,Refrigerator Libero,1.4206737045670963,-1.342951169427619,10,-0.7729076274440038,7785.75,Debit Card,2023,11,2
10041,2024-09-18,Nitara Hayre,East,Guwahati,Toys,Board Game,Board Game Consequuntur,1.4206737045670963,1.621634041058383,20,2.3548238395611563,47122.1,UPI,2024,9,1
10042,2025-07-01,Lavanya Tata,North,Amritsar,Toys,Doll,Doll Laborum,1.4206737045670963,0.7796094916911781,5,1.9585503955126446,26969.18,Debit Card,2025,7,1
10043,2024-02-11,Badal Dada,West,Surat,Electronics,Camera,Camera A,-0.7024811792135597,1.2645522054218301,0,0.3587180239431372,16783.04,Net Banking,2024,2,0
10044,2024-10-23,Bhamini Sane,South,Coimbatore,Groceries,Rice,Rice Incidunt,1.4206737045670963,1.0663437527408437,20,1.7589580278817432,61655.17,Net Banking,2024,10,1
10045,2023-11-03,Eva Babu,East,Guwahati,Books,Textbook,Textbook Consequuntur,-0.7024811792135597,1.2458045329914518,0,0.3486592337167907,33860.63,Debit Card,2023,11,0
10046,2023-11-20,Prerak Saha,West,Pune,Books,Biography,Biography Magni,-1.4101994738071117,-0.15567158712526855,15,-0.8925678655449356,5230.85,COD,2023,11,0
10047,2025-10-01,Advik Sule,North,Delhi,Beauty,Perfume,Perfume Quisquam,0.005237115379992337,0.7044435900777919,10,0.5175446764879056,23835.95,Credit Card,2025,10,2
10048,2025-09-03,Divij Chawla,West,Surat,Sports,Tennis Racket,Tennis Racket Sapiente,1.4206737045670963,0.9089596708661953,5,2.123377656969894,41217.09,Credit Card,2025,9,1
10049,2025-01-22,Nirvaan Ben,North,Delhi,Toys,Puzzle,Puzzle Dolorem,-1.4101994738071117,1.3610939578436851,10,-0.5050852871136318,4232.48,UPI,2025,1,0
10050,2024-04-28,Shlok Dayal,West,Ahmedabad,Clothing,Shoes,Shoes Deleniti,-1.4101994738071117,-0.2749032795446376,0,-0.8607340271539496,6131.25,COD,2024,4,0
10051,2024-05-04,Vritika Cherian,East,Patna,Beauty,Perfume,Perfume Rerum,1.4206737045670963,-1.3663419569926238,5,-0.7759746183891866,3935.7,UPI,2024,5,2
10052,2025-05-06,Eshani Arya,East,Ranchi,Furniture,Sofa,Sofa Omnis,0.7129554099735443,1.0899973581436575,5,1.6324123363542604,51927.61,UPI,2025,5,1
10053,2025-09-02,Elakshi Bajwa,West,Goa,Books,Biography,Biography Illum,1.4206737045670963,-1.1732584521489138,0,-0.4918137944948984,11967.13,COD,2025,9,2
10054,2024-04-15,Jayant Kala,West,Pune,Clothing,Women's Wear,Women's Wear Odio,0.005237115379992337,-0.5283910841114593,20,-0.47306872186748267,8946.95,UPI,2024,4,2
10055,2023-12-09,Biju Mannan,East,Bhubaneswar,Sports,Tennis Racket,Tennis Racket Ea,-0.7024811792135597,-0.5037300103303775,15,-0.6896558621208766,10879.68,Debit Card,2023,12,0
10056,2024-05-19,Alisha Sampath,North,Jaipur,Furniture,Bed,Bed Molestias,1.4206737045670963,0.11831600879065848,0,1.2406248072226973,11609.02,Net Banking,2024,5,1
10057,2023-12-05,Rhea Krishnamurthy,East,Patna,Home Decor,Wall Art,Wall Art Excepturi,0.7129554099735443,1.0147000476113668,0,1.7035406742515447,40267.43,Credit Card,2023,12,1
10058,2024-10-16,Samarth Chatterjee,East,Patna,Toys,Puzzle,Puzzle Ut,0.7129554099735443,1.4766900035066959,15,1.6812632741217461,56964.33,Net Banking,2024,10,1
10059,2024-10-09,Ojas Konda,West,Pune,Furniture,Cabinet,Cabinet Odit,0.005237115379992337,-0.46146014141608976,15,-0.37846086440096605,17899.47,Net Banking,2024,10,2
10060,2025-05-16,Heer Saran,West,Mumbai,Home Decor,Vase,Vase Necessitatibus,-0.7024811792135597,-1.3097485159177433,10,-1.0456583049483592,4403.6,Credit Card,2025,5,0
10061,2025-04-30,Manikya Dar,West,Ahmedabad,Sports,Football,Football Eveniet,1.4206737045670963,-0.9678663119011469,0,-0.216313400970724,17529.47,UPI,2025,4,2
10062,2024-04-09,Azad Kunda,South,Chennai,Kitchen,Cookware Set,Cookware Set Nisi,-0.7024811792135597,-1.1393111480985791,15,-0.9795158837485503,5552.74,Debit Card,2024,4,0
10063,2025-01-26,Drishya Apte,West,Pune,Kitchen,Juicer,Juicer Totam,1.4206737045670963,-1.249913654843218,10,-0.6605923038652425,2567.28,Debit Card,2025,1,2
10064,2023-12-27,Shray Arya,West,Pune,Toys,Action Figure,Action Figure Cum,0.7129554099735443,1.3516325156825597,5,1.8991277397228081,50743.1,COD,2023,12,1
10065,2024-06-23,Ritvik Madan,South,Bangalore,Books,Biography,Biography Nobis,0.005237115379992337,-0.09938476686116524,15,-0.130771380723397,19263.79,UPI,2024,6,2
10066,2024-06-22,Purab Batta,North,Chandigarh,Kitchen,Juicer,Juicer Vero,-0.7024811792135597,-0.20867318441675883,0,-0.4317195734463751,11129.92,COD,2024,6,0
10067,2025-05-28,Purab Krishna,West,Surat,Kitchen,Mixer Grinder,Mixer Grinder Recusandae,-0.7024811792135597,1.3934205518941973,10,0.2596530413214183,14012.66,Credit Card,2025,5,0
10068,2024-02-23,Manikya Srinivasan,West,Goa,Books,Biography,Biography Ad,1.4206737045670963,-0.03613327389512228,5,0.9190725458281352,30144.65,COD,2024,2,1
10069,2023-11-24,Raghav Gara,East,Bhubaneswar,Home Decor,Vase,Vase Molestiae,-1.4101994738071117,-0.887225038666739,0,-1.0250001820302317,2911.1,Net Banking,2023,11,0
10070,2025-01-02,Raghav Sabharwal,East,Ranchi,Sports,Tennis Racket,Tennis Racket At,1.4206737045670963,0.37084014795218034,10,1.2959892816986687,52730.72,UPI,2025,1,1
10071,2024-08-31,Tanya Vora,South,Bangalore,Sports,Tennis Racket,Tennis Racket Ipsa,0.005237115379992337,-1.6235092112887721,5,-1.1638908058851543,387.48,Net Banking,2024,8,2
10072,2025-06-18,Mannat Dhaliwal,East,Ranchi,Toys,RC Car,RC Car Eius,0.7129554099735443,0.34679231579265296,20,0.5386199571782705,13719.94,Debit Card,2025,6,2
10073,2025-04-01,Drishya Korpal,North,Chandigarh,Home Decor,Cushion,Cushion Quis,-1.4101994738071117,-0.009457263357504447,15,-0.8592269712584719,4294.42,COD,2025,4,0
10074,2024-03-14,Vritika Gade,West,Pune,Toys,Puzzle,Puzzle Nesciunt,1.4206737045670963,0.9210054884324431,15,1.7815756172370707,33333.56,Credit Card,2024,3,1
10075,2024-12-09,Neysa Ganguly,North,Amritsar,Toys,Action Figure,Action Figure Placeat,-1.4101994738071117,-0.6012354281575323,20,-1.0094654616105705,2957.26,Net Banking,2024,12,0
10076,2025-01-17,Adah Kaul,West,Ahmedabad,Clothing,Kids Wear,Kids Wear Aut,1.4206737045670963,0.09216563392865874,10,0.9595721025046576,36655.65,COD,2025,1,1
10077,2025-03-04,Shalv Subramaniam,North,Lucknow,Kitchen,Cookware Set,Cookware Set Libero,0.7129554099735443,1.612610628626939,10,1.9852056020663045,39540.52,Net Banking,2025,3,1
10078,2024-04-10,Chirag Hans,South,Bangalore,Electronics,Camera,Camera Nostrum,-0.7024811792135597,-0.2633392946810397,20,-0.6196826399703795,6954.99,COD,2024,4,0
10079,2024-07-05,Saanvi Deshmukh,West,Pune,Kitchen,Refrigerator,Refrigerator Sequi,0.7129554099735443,0.2739041687736118,15,0.5841900371990318,8166.96,UPI,2024,7,1
10080,2025-02-17,Yakshit Bajwa,West,Surat,Beauty,Lipstick,Lipstick At,1.4206737045670963,0.686046341431159,10,1.6765076755182384,15673.19,Debit Card,2025,2,1
10081,2023-12-05,Jayan Lall,South,Coimbatore,Furniture,Cabinet,Cabinet Nobis,1.4206737045670963,-1.5023501880588035,5,-0.9492860463691255,1306.37,Debit Card,2023,12,2
10082,2024-12-13,Kashvi Bakshi,South,Hyderabad,Sports,Yoga Mat,Yoga Mat Deserunt,-1.4101994738071117,-1.5351586148119656,0,-1.1988198374369108,547.63,COD,2024,12,0
10083,2025-06-20,Myra Goda,East,Ranchi,Sports,Tennis Racket,Tennis Racket Cupiditate,0.7129554099735443,-0.3763071619659599,10,0.06438090059088633,22964.29,Debit Card,2025,6,2
10084,2024-07-20,Jayesh Ramachandran,West,Goa,Home Decor,Vase,Vase Similique,-1.4101994738071117,-1.3506166896970495,20,-1.1702932963697625,1373.47,COD,2024,7,0
10085,2024-11-01,Hazel Reddy,East,Bhubaneswar,Furniture,Cabinet,Cabinet Natus,-1.4101994738071117,-1.0295847008133037,5,-1.0727418326512603,1764.79,Credit Card,2024,11,0
10086,2025-06-02,Shamik Keer,East,Guwahati,Toys,Board Game,Board Game Sequi,-0.7024811792135597,-0.7674677105717518,0,-0.7315326269919408,8602.03,UPI,2025,6,0
10087,2024-03-29,Saira Trivedi,West,Goa,Groceries,Oil,Oil Modi,0.005237115379992337,0.9816726059933638,0,0.9375214951918782,23035.44,Debit Card,2024,3,1
10088,2023-11-15,Baiju Dube,North,Lucknow,Sports,Tennis Racket,Tennis Racket Aperiam,1.4206737045670963,-0.013268122005735567,5,0.9482089598073714,44132.79,COD,2023,11,1
10089,2024-12-25,Ehsaan Butala,South,Thiruvananthapuram,Books,Comics,Comics Voluptatibus,0.7129554099735443,-0.23587483062999476,5,0.2807953022738045,15353.38,Net Banking,2024,12,2
10090,2025-02-26,Bhavin Toor,West,Mumbai,Clothing,Kids Wear,Kids Wear Ipsa,0.7129554099735443,0.5835911876586004,15,0.8666587281580467,19220.42,Credit Card,2025,2,1
10091,2025-06-08,Romil Sawhney,East,Guwahati,Beauty,Lipstick,Lipstick Nostrum,0.005237115379992337,0.9152672989736124,0,0.8840782966528318,26322.7,Debit Card,2025,6,1
10092,2025-01-29,Mamooty Mannan,North,Chandigarh,Electronics,Camera,Camera Ipsa,-1.4101994738071117,1.4806760740467997,15,-0.5194355144786017,13309.3,Credit Card,2025,1,0
10093,2025-01-11,Reyansh Saraf,East,Patna,Furniture,Sofa,Sofa Quaerat,1.4206737045670963,-0.600140353833328,5,0.20037433434031138,24340.25,UPI,2025,1,2
10094,2025-01-08,Jayesh Madan,South,Hyderabad,Beauty,Perfume,Perfume Qui,0.7129554099735443,1.4429179113482338,5,1.9921856504243065,35015.76,Debit Card,2025,1,1
10095,2024-01-12,Kiaan Ranganathan,East,Patna,Electronics,Camera,Camera Temporibus,-0.7024811792135597,0.04630392123098078,20,-0.48677499864319584,5824.16,UPI,2024,1,0
10096,2024-05-31,Riya Varughese,West,Pune,Groceries,Spices,Spices Reiciendis,0.005237115379992337,-0.6823585340945901,0,-0.4016959647684368,17203.3,Credit Card,2024,5,2
10097,2024-10-17,Yasmin Warrior,East,Patna,Groceries,Oil,Oil Non,0.7129554099735443,-0.8863489792073754,15,-0.4740887019979113,12866.73,Credit Card,2024,10,2
10098,2023-11-26,Vihaan Bhalla,West,Mumbai,Books,Fiction,Fiction Nemo,1.4206737045670963,0.62533542089727,0,1.9207094852014386,58810.96,Net Banking,2023,11,1
10099,2024-02-12,Eshani Sani,South,Thiruvananthapuram,Sports,Yoga Mat,Yoga Mat Optio,1.4206737045670963,1.053553284634137,0,2.4950946093414106,36797.04,Credit Card,2024,2,1
10100,2023-12-24,Arnav Badami,North,Lucknow,Electronics,Mobile,Mobile Harum,0.005237115379992337,1.5295601918792816,10,1.1151954533955684,41541.42,Credit Card,2023,12,1
10101,2025-06-16,Umang Virk,South,Coimbatore,Clothing,Accessories,Accessories Natus,0.7129554099735443,-1.1639284189066927,10,-0.696275157137817,10986.33,Net Banking,2025,6,2
10102,2024-11-04,Ira Soni,East,Bhubaneswar,Sports,Dumbbells,Dumbbells Quos,0.7129554099735443,-1.691798046146155,10,-1.2060725072122622,888.13,Credit Card,2024,11,2
10103,2025-08-14,Arnav Karpe,East,Ranchi,Furniture,Sofa,Sofa Repudiandae,1.4206737045670963,1.5972795880880781,20,2.328689786449714,22939.07,Credit Card,2025,8,1
10104,2025-02-10,Hansh Kaul,West,Surat,Toys,Doll,Doll Totam,0.005237115379992337,-0.36872924764246584,15,-0.3150252683514363,18762.37,Net Banking,2025,2,2
10105,2023-11-17,Ela Srivastava,North,Lucknow,Home Decor,Lamp,Lamp Pariatur,0.7129554099735443,0.9451409265379069,15,1.196431935396478,40557.88,Net Banking,2023,11,1
10106,2024-05-19,Elakshi Sachdev,West,Mumbai,Furniture,Table,Table Laudantium,-1.4101994738071117,-1.3639327934793744,20,-1.1731511208826686,677.28,Debit Card,2024,5,0
10107,2024-10-27,Emir Ramanathan,South,Chennai,Sports,Dumbbells,Dumbbells Aspernatur,0.005237115379992337,0.06049608447266909,5,0.12363728081798607,7179.82,Net Banking,2024,10,2
10108,2024-06-08,Prisha Shenoy,South,Coimbatore,Clothing,Kids Wear,Kids Wear Architecto,1.4206737045670963,-1.1683525191764783,10,-0.5621313186940309,11457.13,Debit Card,2024,6,2
10109,2024-09-07,Parinaaz Luthra,North,Jaipur,Furniture,Bed,Bed Officiis,-1.4101994738071117,0.22795485012999747,10,-0.7786714552547783,3617.94,Debit Card,2024,9,0
10110,2025-01-05,Aarna Bandi,West,Goa,Toys,RC Car,RC Car Incidunt,0.7129554099735443,-0.479156542495232,10,-0.034947302709652905,25441.67,Net Banking,2025,1,2
10111,2024-10-22,Rasha Bansal,North,Amritsar,Electronics,Camera,Camera Dignissimos,-0.7024811792135597,-0.4144595514212393,10,-0.6133394916477373,10554.74,Credit Card,2024,10,0
10112,2024-04-12,Alisha Amble,North,Chandigarh,Kitchen,Microwave,Microwave Vero,-0.7024811792135597,0.2117477501317732,20,-0.41576181979289556,5019.37,Net Banking,2024,4,0
10113,2023-10-04,Aniruddh Ratti,South,Coimbatore,Furniture,Table,Table Repudiandae,0.005237115379992337,-0.32676599953895535,20,-0.3432539235164373,10882.22,Net Banking,2023,10,2
10114,2023-11-30,Ishita Bajwa,South,Bangalore,Home Decor,Cushion,Cushion Dignissimos,0.005237115379992337,1.6844913072677121,0,1.5031521815764437,18949.32,COD,2023,11,1
10115,2024-11-23,Farhan Sarkar,South,Chennai,Toys,Board Game,Board Game Earum,1.4206737045670963,-0.9026436851515361,15,-0.2976356647107133,8267.53,COD,2024,11,2
10116,2025-05-15,Aniruddh Kothari,West,Pune,Kitchen,Juicer,Juicer In,0.7129554099735443,-0.6119671565347349,20,-0.28443350253863353,4856.22,Debit Card,2025,5,2
10117,2024-05-10,Samar Kumar,East,Kolkata,Beauty,Lipstick,Lipstick Soluta,0.005237115379992337,1.6754240918633003,10,1.2208480035416913,20117.45,UPI,2024,5,1
10118,2025-01-30,Ishaan Golla,East,Ranchi,Kitchen,Microwave,Microwave Aperiam,0.7129554099735443,-1.3582384069935116,5,-0.8633615335728877,4190.2,UPI,2025,1,2
10119,2024-09-26,Aniruddh Wagle,West,Surat,Kitchen,Microwave,Microwave Reiciendis,1.4206737045670963,0.4255938641623976,20,1.0713880118490502,38220.91,Credit Card,2024,9,1
10120,2025-01-10,Nishith Tara,South,Coimbatore,Sports,Yoga Mat,Yoga Mat Vel,-1.4101994738071117,0.6307231865723555,15,-0.7132481905524605,9505.54,COD,2025,1,0
10121,2025-05-16,Yakshit Bakshi,South,Thiruvananthapuram,Sports,Football,Football Eum,-0.7024811792135597,0.8248579627673016,5,0.05395548156189734,9680.25,Debit Card,2025,5,0
10122,2025-04-25,Navya Amble,South,Hyderabad,Electronics,Laptop,Laptop Amet,-1.4101994738071117,-1.4663879472519328,0,-1.1803708880731678,888.46,Debit Card,2025,4,0
10123,2025-06-23,Heer Lata,North,Delhi,Groceries,Spices,Spices Non,0.7129554099735443,1.7308786556410083,20,1.7267981013730225,28531.58,UPI,2025,6,1
10124,2024-12-02,Jiya Tandon,North,Jaipur,Clothing,Shoes,Shoes Recusandae,0.005237115379992337,-0.774826610030405,20,-0.6317343867649368,2832.75,Net Banking,2024,12,2
10125,2024-11-22,Divyansh Kale,North,Lucknow,Kitchen,Juicer,Juicer Deleniti,-1.4101994738071117,0.9380010419440945,15,-0.6431803734705125,10749.96,Debit Card,2024,11,0
10126,2024-06-03,Raunak Raj,East,Patna,Books,Fiction,Fiction Necessitatibus,0.005237115379992337,0.5814010390101918,15,0.3349423811102321,16863.94,Net Banking,2024,6,2
10127,2025-02-09,Mehul Magar,North,Lucknow,Groceries,Oil,Oil Laboriosam,0.005237115379992337,-0.8522702662381363,10,-0.6100186807622635,8867.14,UPI,2025,2,2
10128,2024-11-12,Gatik Sharma,West,Ahmedabad,Home Decor,Cushion,Cushion Id,0.005237115379992337,-0.8828009383969534,0,-0.5630126379311523,9062.46,UPI,2024,11,2
10129,2025-07-31,Dhanuk Dhar,North,Jaipur,Furniture,Table,Table Placeat,-1.4101994738071117,-0.5665434735667386,10,-0.9704958751296909,4041.1,Credit Card,2025,7,0
10130,2024-03-07,Kavya Varty,South,Bangalore,Groceries,Spices,Spices Error,1.4206737045670963,-0.37227728845288793,15,0.30705509026307604,12796.17,Credit Card,2024,3,2
10131,2024-07-03,Ishaan Walia,South,Hyderabad,Electronics,Headphones,Headphones Id,0.7129554099735443,0.9638447959953171,5,1.5038102332734944,30160.38,Net Banking,2024,7,1
10132,2024-08-22,Oorja Sur,East,Patna,Clothing,Women's Wear,Women's Wear Ipsa,0.7129554099735443,-1.611901423452206,20,-1.1428337391256898,583.27,Credit Card,2024,8,2
10133,2024-08-01,Dharmajan Lall,East,Kolkata,Toys,Puzzle,Puzzle Placeat,0.005237115379992337,-0.9672530702795925,15,-0.7244650342563846,2373.83,UPI,2024,8,2
10134,2024-01-23,Shanaya Kala,North,Chandigarh,Furniture,Sofa,Sofa Nulla,-1.4101994738071117,1.7323679567219261,15,-0.46204283066493484,6655.67,UPI,2024,1,0
10135,2024-08-06,Rati Goel,South,Chennai,Electronics,Camera,Camera Culpa,0.7129554099735443,-0.28432091873279497,5,0.23140852241014906,12467.79,Debit Card,2024,8,2
10136,2024-03-24,Ivan Sarna,West,Mumbai,Toys,Doll,Doll Adipisci,0.005237115379992337,-0.16789261658338903,5,-0.05098026227136679,10207.76,Debit Card,2024,3,2
10137,2025-03-26,Akarsh Hayre,East,Kolkata,Toys,Board Game,Board Game Animi,-1.4101994738071117,0.9933241968028981,5,-0.5571947558738344,4810.78,UPI,2025,3,0
10138,2024-10-18,Hrishita Bajaj,West,Surat,Furniture,Bed,Bed Accusantium,0.7129554099735443,0.061372143932032566,0,0.6805523074935781,22384.0,Debit Card,2024,10,1
10139,2025-01-15,Prerak Shere,East,Guwahati,Electronics,Mobile,Mobile Aspernatur,0.7129554099735443,1.7002165745632867,5,2.2544803564994527,66122.26,Credit Card,2025,1,1
10140,2025-08-13,Kartik Seth,East,Patna,Books,Non-Fiction,Non-Fiction Quae,0.005237115379992337,-0.0571587009198457,5,0.03368278892347103,26199.38,Debit Card,2025,8,2
10141,2024-09-29,Riya Brahmbhatt,South,Hyderabad,Clothing,Kids Wear,Kids Wear Tempora,-1.4101994738071117,0.5149957319904404,10,-0.7093680357244937,11129.47,UPI,2024,9,0
10142,2023-12-05,Yuvraj  Bhardwaj,North,Delhi,Electronics,Mobile,Mobile Ea,0.005237115379992337,-0.6043454392382727,0,-0.33891078231590255,7594.54,COD,2023,12,2
10143,2024-04-20,Shamik Buch,East,Patna,Furniture,Cabinet,Cabinet Voluptatum,1.4206737045670963,-0.06662014308097124,5,0.8802239938558205,26909.05,Debit Card,2024,4,1
10144,2024-04-02,Divij Dara,South,Hyderabad,Sports,Tennis Racket,Tennis Racket Asperiores,-0.7024811792135597,0.04455180231225383,0,-0.29585539985172793,19814.83,COD,2024,4,0
10145,2024-08-14,Jivin Hans,East,Bhubaneswar,Sports,Football,Football Dolores,1.4206737045670963,-0.771541387057792,5,-0.018037136733924007,7812.18,UPI,2024,8,2
10146,2024-11-13,Vaibhav Rattan,South,Chennai,Furniture,Table,Table Tenetur,-1.4101994738071117,0.3948879801117078,15,-0.767025115309297,9356.05,UPI,2024,11,0
10147,2024-01-01,Nayantara Kalita,West,Ahmedabad,Electronics,Smartwatch,Smartwatch Eum,-0.7024811792135597,1.5349041545813988,15,0.2400736531495274,8863.77,Net Banking,2024,1,0
